Trip id,Starttime,Stoptime,Bikeid,Tripduration,From station id,From station name,To station id,To station name,Usertype
15982959,4/1/2016 16:53,4/1/2016 17:04,70455,657,1048,S 18th St & Sidney St,1045,S 27th St & Sidney St. (Southside Works),
15982962,4/1/2016 16:53,4/1/2016 18:05,70377,4275,1013,Isabella St & Federal St (PNC Park),1049,S 12th St & E Carson St,
15982967,4/1/2016 16:54,4/1/2016 17:04,70255,632,1048,S 18th St & Sidney St,1045,S 27th St & Sidney St. (Southside Works),
15982986,4/1/2016 16:56,4/1/2016 17:59,70334,3778,1049,S 12th St & E Carson St,1049,S 12th St & E Carson St,
15982990,4/1/2016 16:56,4/1/2016 17:18,70325,1305,1000,Liberty Ave & Stanwix St,1018,37th St & Butler St,
15982993,4/1/2016 16:57,4/1/2016 18:05,70004,4077,1013,Isabella St & Federal St (PNC Park),1049,S 12th St & E Carson St,
15982996,4/1/2016 16:57,4/1/2016 17:15,70095,1107,1033,Ivy St & Walnut St   ,1019,42nd St & Butler St,
15983006,4/1/2016 16:57,4/1/2016 17:16,70119,1107,1033,Ivy St & Walnut St   ,1019,42nd St & Butler St,
15983007,4/1/2016 16:57,4/1/2016 17:58,70346,3669,1045,S 27th St & Sidney St. (Southside Works),1045,S 27th St & Sidney St. (Southside Works),
15983010,4/1/2016 16:57,4/1/2016 17:56,70428,3530,1045,S 27th St & Sidney St. (Southside Works),1045,S 27th St & Sidney St. (Southside Works),
15983020,4/1/2016 16:59,4/2/2016 9:54,70221,60881,1049,S 12th St & E Carson St,1010,10th St & Penn Ave (David L. Lawrence Convention Center),
15983065,4/1/2016 17:04,4/1/2016 17:09,70340,313,1037,Frew St & Schenley Dr,1038,Boulevard of the Allies & Parkview Ave,
15983105,4/1/2016 17:09,4/1/2016 19:07,70014,7096,1050,Healthy Ride Hub,1010,10th St & Penn Ave (David L. Lawrence Convention Center),
15983126,4/1/2016 17:10,4/1/2016 17:31,70489,1252,1003,First Ave & Smithfield St (Art Institute),1049,S 12th St & E Carson St,
15983139,4/1/2016 17:12,4/1/2016 17:17,70329,312,1050,Healthy Ride Hub,1018,37th St & Butler St,
15983189,4/1/2016 17:17,4/1/2016 17:34,70460,1023,1001,Forbes Ave & Market Square,1045,S 27th St & Sidney St. (Southside Works),
15983206,4/1/2016 17:19,4/1/2016 20:15,70281,10576,1045,S 27th St & Sidney St. (Southside Works),1045,S 27th St & Sidney St. (Southside Works),
15983212,4/1/2016 17:20,4/1/2016 17:47,70251,1654,1015,Federal St & E North Ave,1049,S 12th St & E Carson St,
15983216,4/1/2016 17:20,4/1/2016 17:48,70473,1694,1035,Fifth Ave & S Dithridge St,1015,Federal St & E North Ave,
15983221,4/1/2016 17:21,4/1/2016 17:50,70395,1750,1037,Frew St & Schenley Dr,1019,42nd St & Butler St,
15983227,4/1/2016 17:21,4/1/2016 17:50,70447,1739,1037,Frew St & Schenley Dr,1019,42nd St & Butler St,
15983231,4/1/2016 17:21,4/1/2016 17:29,70166,442,1018,37th St & Butler St,1017,21st St & Penn Ave,
15983248,4/1/2016 17:24,4/1/2016 17:54,70376,1831,1003,First Ave & Smithfield St (Art Institute),1011,Fort Duquesne Blvd & 7th St,
15983251,4/1/2016 17:24,4/1/2016 17:48,70494,1446,1004,First Ave & B St (T Station),1045,S 27th St & Sidney St. (Southside Works),
15983255,4/1/2016 17:24,4/1/2016 17:54,70278,1761,1003,First Ave & Smithfield St (Art Institute),1011,Fort Duquesne Blvd & 7th St,
15983293,4/1/2016 17:28,4/1/2016 17:44,70436,942,1021,Taylor St & Liberty Ave,1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),
15983344,4/1/2016 17:33,4/1/2016 17:39,70471,333,1037,Frew St & Schenley Dr,1037,Frew St & Schenley Dr,
15983396,4/1/2016 17:39,4/1/2016 18:10,70091,1860,1000,Liberty Ave & Stanwix St,1010,10th St & Penn Ave (David L. Lawrence Convention Center),
15983456,4/1/2016 17:45,4/1/2016 18:14,70070,1689,1002,Third Ave & Wood St,1047,S 22nd St & E Carson St,
15983535,4/1/2016 17:54,4/1/2016 18:21,70494,1597,1045,S 27th St & Sidney St. (Southside Works),1004,First Ave & B St (T Station),
15983542,4/1/2016 17:55,4/1/2016 18:00,70199,309,1038,Boulevard of the Allies & Parkview Ave,1040,Bigelow Blvd & Fifth Ave,
15983548,4/1/2016 17:56,4/1/2016 18:12,70336,986,1006,Ross St & Sixth Ave (Steel Plaza T Station),1045,S 27th St & Sidney St. (Southside Works),
15983579,4/1/2016 18:01,4/1/2016 18:16,70482,906,1041,Fifth Ave & S Bouquet St,1029,Alder St & S Highland Ave,
15983582,4/1/2016 18:01,4/1/2016 18:06,70174,281,1029,Alder St & S Highland Ave,1030,S Euclid Ave & Centre Ave,
15983675,4/1/2016 18:12,4/1/2016 18:41,70345,1751,1038,Boulevard of the Allies & Parkview Ave,1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),
15983677,4/1/2016 18:12,4/1/2016 19:29,70069,4665,1017,21st St & Penn Ave,1017,21st St & Penn Ave,
15983682,4/1/2016 18:12,4/1/2016 19:29,70047,4601,1017,21st St & Penn Ave,1017,21st St & Penn Ave,
15983705,4/1/2016 18:15,4/1/2016 18:40,70374,1540,1038,Boulevard of the Allies & Parkview Ave,1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),
15983707,4/1/2016 18:15,4/1/2016 18:19,70353,245,1018,37th St & Butler St,1019,42nd St & Butler St,
15983709,4/1/2016 18:15,4/1/2016 18:19,70274,210,1018,37th St & Butler St,1019,42nd St & Butler St,
15983714,4/1/2016 18:16,4/1/2016 19:10,70087,3227,1012,North Shore Trail & Fort Duquesne Bridge,1012,North Shore Trail & Fort Duquesne Bridge,
15983724,4/1/2016 18:18,4/1/2016 18:47,70403,1789,1047,S 22nd St & E Carson St,1047,S 22nd St & E Carson St,
15983776,4/1/2016 18:23,4/1/2016 19:09,70146,2772,1012,North Shore Trail & Fort Duquesne Bridge,1012,North Shore Trail & Fort Duquesne Bridge,
15983784,4/1/2016 18:24,4/1/2016 19:55,70394,5466,1044,Zulema St & Coltart Ave,1044,Zulema St & Coltart Ave,
15983799,4/1/2016 18:26,4/1/2016 19:57,70420,5448,1025,Penn Ave & N Fairmount St,1025,Penn Ave & N Fairmount St,
15983815,4/1/2016 18:28,4/1/2016 19:57,70249,5333,1025,Penn Ave & N Fairmount St,1025,Penn Ave & N Fairmount St,
15983841,4/1/2016 18:31,4/1/2016 18:38,70233,417,1049,S 12th St & E Carson St,1049,S 12th St & E Carson St,
15983867,4/1/2016 18:36,4/1/2016 20:01,70036,5099,1044,Zulema St & Coltart Ave,1044,Zulema St & Coltart Ave,
15983880,4/1/2016 18:37,4/1/2016 18:55,70246,1037,1013,Isabella St & Federal St (PNC Park),1000,Liberty Ave & Stanwix St,
15983893,4/1/2016 18:38,4/1/2016 19:06,70092,1677,1048,S 18th St & Sidney St,1040,Bigelow Blvd & Fifth Ave,
15983935,4/1/2016 18:44,4/1/2016 18:47,70002,219,1016,17th St & Penn Ave,1010,10th St & Penn Ave (David L. Lawrence Convention Center),
15983944,4/1/2016 18:45,4/1/2016 19:32,70378,2855,1045,S 27th St & Sidney St. (Southside Works),1045,S 27th St & Sidney St. (Southside Works),
15983954,4/1/2016 18:47,4/1/2016 19:32,70267,2653,1002,Third Ave & Wood St,1002,Third Ave & Wood St,
15983959,4/1/2016 18:48,4/1/2016 19:33,70341,2679,1002,Third Ave & Wood St,1002,Third Ave & Wood St,
15983969,4/1/2016 18:49,4/1/2016 19:32,70362,2551,1002,Third Ave & Wood St,1002,Third Ave & Wood St,
15983976,4/1/2016 18:50,4/1/2016 19:21,70214,1860,1047,S 22nd St & E Carson St,1003,First Ave & Smithfield St (Art Institute),
15983980,4/1/2016 18:50,4/1/2016 19:11,70051,1257,1020,42nd & Penn Ave.,1010,10th St & Penn Ave (David L. Lawrence Convention Center),
15984039,4/1/2016 18:59,4/1/2016 19:26,70276,1639,1037,Frew St & Schenley Dr,1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),
15984048,4/1/2016 19:00,4/1/2016 19:26,70484,1589,1037,Frew St & Schenley Dr,1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),
15984055,4/1/2016 19:01,4/1/2016 19:26,70287,1509,1037,Frew St & Schenley Dr,1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),
15984063,4/1/2016 19:02,4/1/2016 19:16,70426,874,1041,Fifth Ave & S Bouquet St,1047,S 22nd St & E Carson St,
15984083,4/1/2016 19:05,4/1/2016 19:12,70350,407,1022,Liberty Ave & S Millvale Ave (West Penn Hospital),1019,42nd St & Butler St,
15984086,4/1/2016 19:05,4/1/2016 19:55,70455,2991,1045,S 27th St & Sidney St. (Southside Works),1045,S 27th St & Sidney St. (Southside Works),
15984092,4/1/2016 19:06,4/1/2016 19:55,70497,2962,1045,S 27th St & Sidney St. (Southside Works),1045,S 27th St & Sidney St. (Southside Works),
15984140,4/1/2016 19:12,4/1/2016 20:10,70001,3492,1049,S 12th St & E Carson St,1049,S 12th St & E Carson St,
15984146,4/1/2016 19:12,4/1/2016 20:10,70233,3478,1049,S 12th St & E Carson St,1049,S 12th St & E Carson St,
15984239,4/1/2016 19:25,4/1/2016 19:35,70240,578,1003,First Ave & Smithfield St (Art Institute),1007,Stevenson St & Forbes Ave,
15984284,4/1/2016 19:35,4/1/2016 19:47,70092,726,1040,Bigelow Blvd & Fifth Ave,1023,Liberty Ave & Baum Blvd,
15984315,4/1/2016 19:39,4/1/2016 19:52,70123,796,1029,Alder St & S Highland Ave,1033,Ivy St & Walnut St   ,
15984407,4/1/2016 19:52,4/1/2016 20:12,70163,1184,1044,Zulema St & Coltart Ave,1048,S 18th St & Sidney St,
