Trip id,Starttime,Stoptime,Bikeid,Tripduration,From station id,From station name,To station id,To station name,Usertype
10679409,5/31/2015 7:50,5/31/2015 9:47,70298,6998,1001,Forbes Ave & Market Square,1001,Forbes Ave & Market Square,
10679495,5/31/2015 7:52,5/31/2015 7:56,70444,258,1001,Forbes Ave & Market Square,1001,Forbes Ave & Market Square,
10679540,5/31/2015 7:53,5/31/2015 11:18,70225,12320,1000,Liberty Ave & Stanwix St,1000,Liberty Ave & Stanwix St,
10679549,5/31/2015 7:53,5/31/2015 9:34,70430,6068,1050,Healthy Ride Hub,1016,17th St & Penn Ave,
10679582,5/31/2015 7:54,5/31/2015 10:34,70212,9596,1001,Forbes Ave & Market Square,1001,Forbes Ave & Market Square,
10679590,5/31/2015 7:54,5/31/2015 9:18,70208,5030,1001,Forbes Ave & Market Square,1001,Forbes Ave & Market Square,
10679619,5/31/2015 7:55,5/31/2015 10:11,70130,8181,1004,First Ave & B St (T Station),1004,First Ave & B St (T Station),
10679686,5/31/2015 7:56,5/31/2015 8:01,70153,270,1018,37th St & Butler St,1018,37th St & Butler St,
10679738,5/31/2015 7:57,5/31/2015 11:18,70277,12057,1001,Forbes Ave & Market Square,1000,Liberty Ave & Stanwix St,
10679800,5/31/2015 7:59,5/31/2015 8:01,70444,158,1001,Forbes Ave & Market Square,1001,Forbes Ave & Market Square,
10679825,5/31/2015 7:59,5/31/2015 10:08,70192,7713,1000,Liberty Ave & Stanwix St,1017,21st St & Penn Ave,
10679881,5/31/2015 8:00,5/31/2015 11:00,70474,10777,1001,Forbes Ave & Market Square,1001,Forbes Ave & Market Square,
10679970,5/31/2015 8:02,5/31/2015 13:05,70383,18192,1050,Healthy Ride Hub,1050,Healthy Ride Hub,
10680031,5/31/2015 8:04,5/31/2015 9:21,70444,4655,1001,Forbes Ave & Market Square,1001,Forbes Ave & Market Square,
10680032,5/31/2015 8:04,5/31/2015 13:44,70280,20390,1004,First Ave & B St (T Station),1004,First Ave & B St (T Station),
10680090,5/31/2015 8:05,5/31/2015 8:50,70381,2692,1001,Forbes Ave & Market Square,1017,21st St & Penn Ave,
10680115,5/31/2015 8:06,5/31/2015 10:47,70010,9678,1005,Forbes Ave & Grant St,1000,Liberty Ave & Stanwix St,
10680133,5/31/2015 8:06,5/31/2015 8:47,70147,2480,1001,Forbes Ave & Market Square,1017,21st St & Penn Ave,
10680140,5/31/2015 8:06,5/31/2015 10:48,70165,9720,1005,Forbes Ave & Grant St,1000,Liberty Ave & Stanwix St,
10680198,5/31/2015 8:08,5/31/2015 8:15,70232,451,1001,Forbes Ave & Market Square,1001,Forbes Ave & Market Square,
10680425,5/31/2015 8:12,5/31/2015 12:47,70162,16460,1000,Liberty Ave & Stanwix St,1019,42nd St & Butler St,
10680482,5/31/2015 8:14,5/31/2015 11:23,70031,11375,1018,37th St & Butler St,1018,37th St & Butler St,
10680541,5/31/2015 8:15,5/31/2015 13:07,70066,17531,1050,Healthy Ride Hub,1050,Healthy Ride Hub,
10680568,5/31/2015 8:15,5/31/2015 11:31,70193,11748,1001,Forbes Ave & Market Square,1001,Forbes Ave & Market Square,
10680979,5/31/2015 8:24,5/31/2015 8:26,70172,88,1001,Forbes Ave & Market Square,1001,Forbes Ave & Market Square,
10681002,5/31/2015 8:25,5/31/2015 8:32,70167,469,1018,37th St & Butler St,1018,37th St & Butler St,
10681052,5/31/2015 8:26,5/31/2015 9:53,70035,5225,1001,Forbes Ave & Market Square,1001,Forbes Ave & Market Square,
10681078,5/31/2015 8:27,5/31/2015 9:52,70258,5151,1001,Forbes Ave & Market Square,1001,Forbes Ave & Market Square,
10681144,5/31/2015 8:28,5/31/2015 8:34,70172,361,1001,Forbes Ave & Market Square,1001,Forbes Ave & Market Square,
10681403,5/31/2015 8:33,5/31/2015 9:13,70307,2378,1018,37th St & Butler St,1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),
10681429,5/31/2015 8:34,5/31/2015 9:10,70257,2171,1018,37th St & Butler St,1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),
10681722,5/31/2015 8:41,5/31/2015 11:37,70086,10556,1001,Forbes Ave & Market Square,1000,Liberty Ave & Stanwix St,
10681726,5/31/2015 8:41,5/31/2015 12:47,70153,14741,1018,37th St & Butler St,1050,Healthy Ride Hub,
10681751,5/31/2015 8:41,5/31/2015 9:07,70362,1514,1019,42nd St & Butler St,1009,12th St & Penn Ave,
10681758,5/31/2015 8:42,5/31/2015 11:35,70317,10410,1001,Forbes Ave & Market Square,1000,Liberty Ave & Stanwix St,
10681784,5/31/2015 8:42,5/31/2015 9:29,70256,2803,1001,Forbes Ave & Market Square,1001,Forbes Ave & Market Square,
10681877,5/31/2015 8:44,5/31/2015 9:29,70434,2664,1001,Forbes Ave & Market Square,1039,Atwood St & Bates St,
10681909,5/31/2015 8:45,5/31/2015 9:28,70215,2595,1001,Forbes Ave & Market Square,1039,Atwood St & Bates St,
10681931,5/31/2015 8:45,5/31/2015 13:07,70203,15695,1001,Forbes Ave & Market Square,1001,Forbes Ave & Market Square,
10682009,5/31/2015 8:47,5/31/2015 13:18,70220,16272,1004,First Ave & B St (T Station),1004,First Ave & B St (T Station),
10682457,5/31/2015 8:56,5/31/2015 12:47,70064,13877,1001,Forbes Ave & Market Square,1019,42nd St & Butler St,
10682601,5/31/2015 8:59,5/31/2015 9:53,70350,3249,1018,37th St & Butler St,1018,37th St & Butler St,
10682626,5/31/2015 9:00,5/31/2015 9:57,70314,3417,1018,37th St & Butler St,1018,37th St & Butler St,
10682801,5/31/2015 9:03,5/31/2015 9:10,70043,384,1001,Forbes Ave & Market Square,1001,Forbes Ave & Market Square,
10682997,5/31/2015 9:07,5/31/2015 9:30,70465,1376,1009,12th St & Penn Ave,1000,Liberty Ave & Stanwix St,
10683013,5/31/2015 9:08,5/31/2015 10:08,70229,3641,1017,21st St & Penn Ave,1017,21st St & Penn Ave,
10683083,5/31/2015 9:09,5/31/2015 9:52,70320,2585,1018,37th St & Butler St,1018,37th St & Butler St,
10683171,5/31/2015 9:11,5/31/2015 11:08,70137,6983,1019,42nd St & Butler St,1015,Federal St & E North Ave,
10683227,5/31/2015 9:12,5/31/2015 9:53,70248,2426,1003,First Ave & Smithfield St (Art Institute),1009,12th St & Penn Ave,
10683333,5/31/2015 9:15,5/31/2015 10:14,70306,3590,1018,37th St & Butler St,1010,10th St & Penn Ave (David L. Lawrence Convention Center),
10683343,5/31/2015 9:15,5/31/2015 10:37,70271,4943,1018,37th St & Butler St,1018,37th St & Butler St,
10683391,5/31/2015 9:16,5/31/2015 9:37,70249,1247,1018,37th St & Butler St,1017,21st St & Penn Ave,
10683468,5/31/2015 9:18,5/31/2015 10:50,70394,5527,1001,Forbes Ave & Market Square,1001,Forbes Ave & Market Square,
10683487,5/31/2015 9:18,5/31/2015 9:37,70294,1134,1018,37th St & Butler St,1017,21st St & Penn Ave,
10683517,5/31/2015 9:19,5/31/2015 9:26,70172,438,1001,Forbes Ave & Market Square,1001,Forbes Ave & Market Square,
10683535,5/31/2015 9:19,5/31/2015 10:44,70283,5085,1019,42nd St & Butler St,1019,42nd St & Butler St,
10683537,5/31/2015 9:19,5/31/2015 15:08,70267,20953,1016,17th St & Penn Ave,1017,21st St & Penn Ave,
10683573,5/31/2015 9:20,5/31/2015 10:37,70067,4664,1018,37th St & Butler St,1018,37th St & Butler St,
10683576,5/31/2015 9:20,5/31/2015 10:27,70167,4061,1018,37th St & Butler St,1018,37th St & Butler St,
10683578,5/31/2015 9:20,5/31/2015 10:46,70228,5190,1019,42nd St & Butler St,1019,42nd St & Butler St,
10683609,5/31/2015 9:20,5/31/2015 9:37,70312,1000,1018,37th St & Butler St,1017,21st St & Penn Ave,
10683654,5/31/2015 9:21,5/31/2015 10:46,70204,5098,1001,Forbes Ave & Market Square,1001,Forbes Ave & Market Square,
10683706,5/31/2015 9:23,5/31/2015 9:59,70351,2194,1013,Isabella St & Federal St (PNC Park),1013,Isabella St & Federal St (PNC Park),
10683727,5/31/2015 9:23,5/31/2015 10:01,70332,2320,1013,Isabella St & Federal St (PNC Park),1013,Isabella St & Federal St (PNC Park),
10683839,5/31/2015 9:25,5/31/2015 9:34,70020,558,1010,10th St & Penn Ave (David L. Lawrence Convention Center),1010,10th St & Penn Ave (David L. Lawrence Convention Center),
10683840,5/31/2015 9:25,5/31/2015 16:15,70093,24612,1010,10th St & Penn Ave (David L. Lawrence Convention Center),1050,Healthy Ride Hub,
10683922,5/31/2015 9:27,5/31/2015 11:02,70420,5702,1001,Forbes Ave & Market Square,1001,Forbes Ave & Market Square,
10683964,5/31/2015 9:28,5/31/2015 10:12,70368,2641,1018,37th St & Butler St,1018,37th St & Butler St,
10684022,5/31/2015 9:29,5/31/2015 11:04,70082,5710,1019,42nd St & Butler St,1009,12th St & Penn Ave,
10684055,5/31/2015 9:30,5/31/2015 12:01,70196,9089,1019,42nd St & Butler St,1019,42nd St & Butler St,
10684064,5/31/2015 9:30,5/31/2015 11:25,70138,6909,1019,42nd St & Butler St,1019,42nd St & Butler St,
10684093,5/31/2015 9:31,5/31/2015 9:57,70293,1582,1000,Liberty Ave & Stanwix St,1015,Federal St & E North Ave,
10684151,5/31/2015 9:32,5/31/2015 12:01,70143,8926,1019,42nd St & Butler St,1019,42nd St & Butler St,
10684199,5/31/2015 9:33,5/31/2015 12:34,70399,10872,1016,17th St & Penn Ave,1010,10th St & Penn Ave (David L. Lawrence Convention Center),
10684267,5/31/2015 9:34,5/31/2015 11:19,70018,6302,1019,42nd St & Butler St,1019,42nd St & Butler St,
10684317,5/31/2015 9:35,5/31/2015 10:57,70232,4949,1001,Forbes Ave & Market Square,1001,Forbes Ave & Market Square,
10684349,5/31/2015 9:36,5/31/2015 10:56,70101,4843,1019,42nd St & Butler St,1019,42nd St & Butler St,
10684351,5/31/2015 9:36,5/31/2015 9:46,70281,610,1006,Ross St & Sixth Ave (Steel Plaza T Station),1001,Forbes Ave & Market Square,
10684353,5/31/2015 9:36,5/31/2015 11:33,70036,7040,1002,Third Ave & Wood St,1001,Forbes Ave & Market Square,
10684367,5/31/2015 9:36,5/31/2015 9:44,70025,481,1006,Ross St & Sixth Ave (Steel Plaza T Station),1001,Forbes Ave & Market Square,
10684485,5/31/2015 9:39,5/31/2015 10:34,70289,3290,1018,37th St & Butler St,1001,Forbes Ave & Market Square,
10684498,5/31/2015 9:39,5/31/2015 10:08,70257,1740,1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),1018,37th St & Butler St,
10684643,5/31/2015 9:42,5/31/2015 11:36,70087,6790,1009,12th St & Penn Ave,1001,Forbes Ave & Market Square,
10684766,5/31/2015 9:45,5/31/2015 10:42,70468,3434,1018,37th St & Butler St,1017,21st St & Penn Ave,
10684775,5/31/2015 9:45,5/31/2015 11:31,70055,6334,1010,10th St & Penn Ave (David L. Lawrence Convention Center),1001,Forbes Ave & Market Square,
10684804,5/31/2015 9:46,5/31/2015 14:27,70233,16841,1005,Forbes Ave & Grant St,1029,Alder St & S Highland Ave,
10684863,5/31/2015 9:48,5/31/2015 11:29,70236,6077,1010,10th St & Penn Ave (David L. Lawrence Convention Center),1001,Forbes Ave & Market Square,
10684925,5/31/2015 9:49,5/31/2015 10:21,70365,1942,1010,10th St & Penn Ave (David L. Lawrence Convention Center),1018,37th St & Butler St,
10684934,5/31/2015 9:49,5/31/2015 9:59,70025,553,1001,Forbes Ave & Market Square,1001,Forbes Ave & Market Square,
10684980,5/31/2015 9:50,5/31/2015 10:52,70056,3731,1000,Liberty Ave & Stanwix St,1017,21st St & Penn Ave,
10685023,5/31/2015 9:51,5/31/2015 11:43,70331,6716,1000,Liberty Ave & Stanwix St,1001,Forbes Ave & Market Square,
10685028,5/31/2015 9:51,5/31/2015 10:49,70047,3461,1000,Liberty Ave & Stanwix St,1017,21st St & Penn Ave,
10685086,5/31/2015 9:53,5/31/2015 10:22,70455,1739,1010,10th St & Penn Ave (David L. Lawrence Convention Center),1018,37th St & Butler St,
10685148,5/31/2015 9:54,5/31/2015 10:54,70290,3592,1016,17th St & Penn Ave,1001,Forbes Ave & Market Square,
10685153,5/31/2015 9:54,5/31/2015 10:58,70350,3800,1018,37th St & Butler St,1019,42nd St & Butler St,
10685199,5/31/2015 9:55,5/31/2015 10:48,70155,3159,1016,17th St & Penn Ave,1001,Forbes Ave & Market Square,
10685217,5/31/2015 9:56,5/31/2015 10:07,70360,696,1017,21st St & Penn Ave,1017,21st St & Penn Ave,
10685309,5/31/2015 9:58,5/31/2015 10:53,70298,3295,1001,Forbes Ave & Market Square,1010,10th St & Penn Ave (David L. Lawrence Convention Center),
10685387,5/31/2015 10:00,5/31/2015 10:53,70172,3163,1001,Forbes Ave & Market Square,1010,10th St & Penn Ave (David L. Lawrence Convention Center),
10685389,5/31/2015 10:00,5/31/2015 10:43,70314,2584,1018,37th St & Butler St,1017,21st St & Penn Ave,
10685506,5/31/2015 10:03,5/31/2015 10:31,70293,1658,1015,Federal St & E North Ave,1019,42nd St & Butler St,
10685532,5/31/2015 10:03,5/31/2015 16:16,70406,22364,1018,37th St & Butler St,1050,Healthy Ride Hub,
10685539,5/31/2015 10:04,5/31/2015 11:32,70427,5302,1018,37th St & Butler St,1000,Liberty Ave & Stanwix St,
10685546,5/31/2015 10:04,5/31/2015 11:33,70142,5379,1016,17th St & Penn Ave,1009,12th St & Penn Ave,
10685677,5/31/2015 10:07,5/31/2015 10:51,70481,2674,1000,Liberty Ave & Stanwix St,1019,42nd St & Butler St,
10685727,5/31/2015 10:08,5/31/2015 10:59,70320,3071,1018,37th St & Butler St,1018,37th St & Butler St,
10685793,5/31/2015 10:10,5/31/2015 11:19,70257,4172,1018,37th St & Butler St,1019,42nd St & Butler St,
10685812,5/31/2015 10:10,5/31/2015 10:16,70229,346,1017,21st St & Penn Ave,1017,21st St & Penn Ave,
10685852,5/31/2015 10:11,5/31/2015 10:13,70360,154,1017,21st St & Penn Ave,1017,21st St & Penn Ave,
10685944,5/31/2015 10:12,5/31/2015 10:14,70381,93,1017,21st St & Penn Ave,1017,21st St & Penn Ave,
10686063,5/31/2015 10:15,5/31/2015 10:16,70054,81,1017,21st St & Penn Ave,1017,21st St & Penn Ave,
10686112,5/31/2015 10:16,5/31/2015 11:37,70020,4856,1010,10th St & Penn Ave (David L. Lawrence Convention Center),1017,21st St & Penn Ave,
10686141,5/31/2015 10:16,5/31/2015 11:29,70354,4346,1019,42nd St & Butler St,1001,Forbes Ave & Market Square,
10686199,5/31/2015 10:17,5/31/2015 11:31,70306,4432,1010,10th St & Penn Ave (David L. Lawrence Convention Center),1017,21st St & Penn Ave,
10686206,5/31/2015 10:18,5/31/2015 11:42,70303,5067,1010,10th St & Penn Ave (David L. Lawrence Convention Center),1017,21st St & Penn Ave,
10686232,5/31/2015 10:18,5/31/2015 10:34,70330,967,1000,Liberty Ave & Stanwix St,1000,Liberty Ave & Stanwix St,
10686234,5/31/2015 10:18,5/31/2015 10:47,70389,1712,1016,17th St & Penn Ave,1019,42nd St & Butler St,
10686236,5/31/2015 10:18,5/31/2015 11:36,70422,4651,1010,10th St & Penn Ave (David L. Lawrence Convention Center),1017,21st St & Penn Ave,
10686250,5/31/2015 10:18,5/31/2015 10:42,70268,1423,1016,17th St & Penn Ave,1001,Forbes Ave & Market Square,
10686274,5/31/2015 10:19,5/31/2015 10:42,70299,1395,1016,17th St & Penn Ave,1001,Forbes Ave & Market Square,
10686301,5/31/2015 10:20,5/31/2015 12:40,70189,8400,1000,Liberty Ave & Stanwix St,1000,Liberty Ave & Stanwix St,
10686306,5/31/2015 10:20,5/31/2015 10:52,70400,1943,1001,Forbes Ave & Market Square,1019,42nd St & Butler St,
10686345,5/31/2015 10:20,5/31/2015 10:54,70368,2005,1018,37th St & Butler St,1001,Forbes Ave & Market Square,
10686356,5/31/2015 10:21,5/31/2015 10:23,70105,151,1029,Alder St & S Highland Ave,1029,Alder St & S Highland Ave,
10686387,5/31/2015 10:21,5/31/2015 10:50,70430,1741,1016,17th St & Penn Ave,1013,Isabella St & Federal St (PNC Park),
10686413,5/31/2015 10:22,5/31/2015 11:05,70229,2592,1017,21st St & Penn Ave,1017,21st St & Penn Ave,
10686446,5/31/2015 10:22,5/31/2015 11:04,70360,2501,1017,21st St & Penn Ave,1017,21st St & Penn Ave,
10686455,5/31/2015 10:23,5/31/2015 10:48,70353,1529,1009,12th St & Penn Ave,1050,Healthy Ride Hub,
10686472,5/31/2015 10:23,5/31/2015 10:53,70365,1776,1018,37th St & Butler St,1001,Forbes Ave & Market Square,
10686521,5/31/2015 10:24,5/31/2015 10:26,70278,117,1029,Alder St & S Highland Ave,1029,Alder St & S Highland Ave,
10686536,5/31/2015 10:24,5/31/2015 10:57,70119,1974,1016,17th St & Penn Ave,1018,37th St & Butler St,
10686591,5/31/2015 10:26,5/31/2015 10:28,70164,108,1016,17th St & Penn Ave,1016,17th St & Penn Ave,
10686603,5/31/2015 10:26,5/31/2015 10:44,70308,1071,1016,17th St & Penn Ave,1005,Forbes Ave & Grant St,
10686637,5/31/2015 10:27,5/31/2015 11:39,70091,4327,1010,10th St & Penn Ave (David L. Lawrence Convention Center),1010,10th St & Penn Ave (David L. Lawrence Convention Center),
10686766,5/31/2015 10:29,5/31/2015 10:52,70363,1348,1017,21st St & Penn Ave,1002,Third Ave & Wood St,
10686782,5/31/2015 10:30,5/31/2015 12:28,70455,7083,1018,37th St & Butler St,1018,37th St & Butler St,
10686787,5/31/2015 10:30,5/31/2015 10:42,70097,711,1000,Liberty Ave & Stanwix St,1000,Liberty Ave & Stanwix St,
10686815,5/31/2015 10:31,5/31/2015 10:59,70279,1675,1016,17th St & Penn Ave,1018,37th St & Butler St,
10686854,5/31/2015 10:32,5/31/2015 11:45,70293,4402,1019,42nd St & Butler St,1019,42nd St & Butler St,
10687018,5/31/2015 10:35,5/31/2015 11:27,70167,3125,1018,37th St & Butler St,1001,Forbes Ave & Market Square,
10687085,5/31/2015 10:37,5/31/2015 11:43,70417,3941,1009,12th St & Penn Ave,1001,Forbes Ave & Market Square,
10687164,5/31/2015 10:39,5/31/2015 10:41,70035,127,1001,Forbes Ave & Market Square,1001,Forbes Ave & Market Square,
10687209,5/31/2015 10:40,5/31/2015 10:42,70043,100,1001,Forbes Ave & Market Square,1001,Forbes Ave & Market Square,
10687265,5/31/2015 10:41,5/31/2015 10:45,70051,238,1001,Forbes Ave & Market Square,1001,Forbes Ave & Market Square,
10687305,5/31/2015 10:42,5/31/2015 11:23,70067,2446,1018,37th St & Butler St,1001,Forbes Ave & Market Square,
10687334,5/31/2015 10:43,5/31/2015 10:45,70208,95,1001,Forbes Ave & Market Square,1001,Forbes Ave & Market Square,
10687373,5/31/2015 10:44,5/31/2015 10:48,70212,253,1001,Forbes Ave & Market Square,1001,Forbes Ave & Market Square,
10687440,5/31/2015 10:46,5/31/2015 11:40,70299,3243,1001,Forbes Ave & Market Square,1001,Forbes Ave & Market Square,
10687462,5/31/2015 10:46,5/31/2015 11:40,70124,3225,1001,Forbes Ave & Market Square,1001,Forbes Ave & Market Square,
10687580,5/31/2015 10:49,5/31/2015 11:02,70148,825,1017,21st St & Penn Ave,1017,21st St & Penn Ave,
10687592,5/31/2015 10:49,5/31/2015 11:11,70268,1341,1001,Forbes Ave & Market Square,1017,21st St & Penn Ave,
10687603,5/31/2015 10:49,5/31/2015 11:02,70283,795,1019,42nd St & Butler St,1019,42nd St & Butler St,
10687615,5/31/2015 10:49,5/31/2015 11:52,70228,3745,1019,42nd St & Butler St,1016,17th St & Penn Ave,
10687623,5/31/2015 10:49,5/31/2015 11:55,70297,3924,1017,21st St & Penn Ave,1017,21st St & Penn Ave,
10687637,5/31/2015 10:50,5/31/2015 11:50,70389,3647,1019,42nd St & Butler St,1016,17th St & Penn Ave,
10687651,5/31/2015 10:50,5/31/2015 11:55,70322,3878,1010,10th St & Penn Ave (David L. Lawrence Convention Center),1001,Forbes Ave & Market Square,
10687669,5/31/2015 10:50,5/31/2015 11:53,70182,3785,1010,10th St & Penn Ave (David L. Lawrence Convention Center),1001,Forbes Ave & Market Square,
10687848,5/31/2015 10:54,5/31/2015 11:02,70184,474,1017,21st St & Penn Ave,1017,21st St & Penn Ave,
10687860,5/31/2015 10:54,5/31/2015 11:11,70121,1012,1002,Third Ave & Wood St,1010,10th St & Penn Ave (David L. Lawrence Convention Center),
10687969,5/31/2015 10:56,5/31/2015 12:08,70130,4280,1004,First Ave & B St (T Station),1001,Forbes Ave & Market Square,
10687975,5/31/2015 10:57,5/31/2015 12:10,70270,4385,1004,First Ave & B St (T Station),1001,Forbes Ave & Market Square,
10688154,5/31/2015 11:01,5/31/2015 11:26,70380,1505,1009,12th St & Penn Ave,1019,42nd St & Butler St,
10688162,5/31/2015 11:01,5/31/2015 11:30,70057,1728,1017,21st St & Penn Ave,1000,Liberty Ave & Stanwix St,
10688199,5/31/2015 11:01,5/31/2015 11:28,70388,1569,1017,21st St & Penn Ave,1000,Liberty Ave & Stanwix St,
10688203,5/31/2015 11:02,5/31/2015 11:56,70155,3260,1001,Forbes Ave & Market Square,1001,Forbes Ave & Market Square,
10688290,5/31/2015 11:03,5/31/2015 12:56,70249,6725,1017,21st St & Penn Ave,1018,37th St & Butler St,
10688297,5/31/2015 11:03,5/31/2015 11:28,70056,1483,1017,21st St & Penn Ave,1000,Liberty Ave & Stanwix St,
10688312,5/31/2015 11:04,5/31/2015 12:01,70350,3405,1019,42nd St & Butler St,1018,37th St & Butler St,
10688354,5/31/2015 11:05,5/31/2015 12:54,70122,6563,1006,Ross St & Sixth Ave (Steel Plaza T Station),1006,Ross St & Sixth Ave (Steel Plaza T Station),
10688356,5/31/2015 11:05,5/31/2015 12:53,70418,6492,1006,Ross St & Sixth Ave (Steel Plaza T Station),1006,Ross St & Sixth Ave (Steel Plaza T Station),
10688386,5/31/2015 11:06,5/31/2015 12:02,70481,3365,1019,42nd St & Butler St,1018,37th St & Butler St,
10688404,5/31/2015 11:06,5/31/2015 13:07,70279,7235,1018,37th St & Butler St,1018,37th St & Butler St,
10688408,5/31/2015 11:06,5/31/2015 12:42,70300,5750,1005,Forbes Ave & Grant St,1005,Forbes Ave & Grant St,
10688491,5/31/2015 11:07,5/31/2015 13:07,70119,7147,1018,37th St & Butler St,1018,37th St & Butler St,
10688495,5/31/2015 11:07,5/31/2015 12:00,70435,3151,1011,Fort Duquesne Blvd & 7th St,1011,Fort Duquesne Blvd & 7th St,
10688504,5/31/2015 11:08,5/31/2015 11:57,70208,2967,1001,Forbes Ave & Market Square,1001,Forbes Ave & Market Square,
10688515,5/31/2015 11:08,5/31/2015 11:39,70351,1867,1013,Isabella St & Federal St (PNC Park),1019,42nd St & Butler St,
10688540,5/31/2015 11:09,5/31/2015 11:47,70266,2326,1010,10th St & Penn Ave (David L. Lawrence Convention Center),1010,10th St & Penn Ave (David L. Lawrence Convention Center),
10688581,5/31/2015 11:10,5/31/2015 11:21,70114,696,1011,Fort Duquesne Blvd & 7th St,1011,Fort Duquesne Blvd & 7th St,
10688582,5/31/2015 11:10,5/31/2015 11:42,70139,1914,1011,Fort Duquesne Blvd & 7th St,1019,42nd St & Butler St,
